dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-19,1,7,664,264,0.3976,0.3604,0.4348
2024-12-19,2,7,664,182,0.2741,0.2402,0.308
2024-12-19,3,7,664,151,0.2274,0.1955,0.2593
2024-12-19,4,7,664,140,0.2108,0.1798,0.2419
2024-12-19,5,7,664,125,0.1883,0.1585,0.218
2024-12-19,6,7,664,112,0.1687,0.1402,0.1972
2024-12-19,7,7,664,123,0.1852,0.1557,0.2148
2024-12-19,8,7,664,112,0.1687,0.1402,0.1972
2024-12-19,9,7,664,106,0.1596,0.1318,0.1875
2024-12-19,10,7,664,108,0.1627,0.1346,0.1907
2024-12-19,11,7,664,84,0.1265,0.1012,0.1518
2024-12-19,12,7,664,88,0.1325,0.1067,0.1583
2024-12-19,13,7,664,81,0.122,0.0971,0.1469
2024-12-19,14,7,664,90,0.1355,0.1095,0.1616
2024-12-19,15,7,664,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,None,9169,3522,0.3841,0.3742,0.3941
2024-12-20,2,None,9169,2566,0.2799,0.2707,0.289
2024-12-20,3,None,9169,2146,0.234,0.2254,0.2427
2024-12-20,4,None,9169,1931,0.2106,0.2023,0.2189
2024-12-20,5,None,9169,1704,0.1858,0.1779,0.1938
2024-12-20,6,None,9169,1769,0.1929,0.1849,0.201
2024-12-20,7,None,9169,1638,0.1786,0.1708,0.1865
2024-12-20,8,None,9169,1582,0.1725,0.1648,0.1803
2024-12-20,9,None,9169,1485,0.162,0.1544,0.1695
2024-12-20,10,None,9169,1452,0.1584,0.1509,0.1658
2024-12-20,11,None,9169,1314,0.1433,0.1361,0.1505
2024-12-20,12,None,9169,1253,0.1367,0.1296,0.1437
2024-12-20,13,None,9169,1381,0.1506,0.1433,0.1579
2024-12-20,14,None,9169,0,0.0,0.0,0.0
2024-12-20,15,None,9169,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,0,589,268,0.455,0.4148,0.4952
2024-12-20,2,0,589,206,0.3497,0.3112,0.3883
2024-12-20,3,0,589,182,0.309,0.2717,0.3463
2024-12-20,4,0,589,157,0.2666,0.2308,0.3023
2024-12-20,5,0,589,131,0.2224,0.1888,0.256
2024-12-20,6,0,589,137,0.2326,0.1985,0.2667
2024-12-20,7,0,589,140,0.2377,0.2033,0.2721
2024-12-20,8,0,589,116,0.1969,0.1648,0.2291
2024-12-20,9,0,589,122,0.2071,0.1744,0.2399
2024-12-20,10,0,589,124,0.2105,0.1776,0.2435
2024-12-20,11,0,589,121,0.2054,0.1728,0.2381
2024-12-20,12,0,589,106,0.18,0.1489,0.211
2024-12-20,13,0,589,111,0.1885,0.1569,0.22
2024-12-20,14,0,589,0,0.0,0.0,0.0
2024-12-20,15,0,589,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,1,610,297,0.4869,0.4472,0.5266
2024-12-20,2,1,610,192,0.3148,0.2779,0.3516
2024-12-20,3,1,610,175,0.2869,0.251,0.3228
2024-12-20,4,1,610,165,0.2705,0.2352,0.3057
2024-12-20,5,1,610,122,0.2,0.1683,0.2317
2024-12-20,6,1,610,136,0.223,0.1899,0.256
2024-12-20,7,1,610,129,0.2115,0.1791,0.2439
2024-12-20,8,1,610,123,0.2016,0.1698,0.2335
2024-12-20,9,1,610,111,0.182,0.1513,0.2126
2024-12-20,10,1,610,119,0.1951,0.1636,0.2265
2024-12-20,11,1,610,107,0.1754,0.1452,0.2056
2024-12-20,12,1,610,92,0.1508,0.1224,0.1792
2024-12-20,13,1,610,114,0.1869,0.1559,0.2178
2024-12-20,14,1,610,0,0.0,0.0,0.0
2024-12-20,15,1,610,0,0.0,0.0,0.0
2024-12-20,1,2,648,293,0.4522,0.4138,0.4905
2024-12-20,2,2,648,204,0.3148,0.2791,0.3506
2024-12-20,3,2,648,182,0.2809,0.2463,0.3155
2024-12-20,4,2,648,161,0.2485,0.2152,0.2817
2024-12-20,5,2,648,140,0.216,0.1844,0.2477
2024-12-20,6,2,648,138,0.213,0.1814,0.2445
2024-12-20,7,2,648,128,0.1975,0.1669,0.2282
2024-12-20,8,2,648,126,0.1944,0.164,0.2249
2024-12-20,9,2,648,118,0.1821,0.1524,0.2118
2024-12-20,10,2,648,112,0.1728,0.1437,0.202
2024-12-20,11,2,648,104,0.1605,0.1322,0.1888
2024-12-20,12,2,648,100,0.1543,0.1265,0.1821
2024-12-20,13,2,648,115,0.1775,0.1481,0.2069
2024-12-20,14,2,648,0,0.0,0.0,0.0
2024-12-20,15,2,648,0,0.0,0.0,0.0
2024-12-20,1,2,648,293,0.4522,0.4138,0.4905
2024-12-20,2,2,648,204,0.3148,0.2791,0.3506
2024-12-20,3,2,648,182,0.2809,0.2463,0.3155
2024-12-20,4,2,648,161,0.2485,0.2152,0.2817
2024-12-20,5,2,648,140,0.216,0.1844,0.2477
2024-12-20,6,2,648,138,0.213,0.1814,0.2445
2024-12-20,7,2,648,128,0.1975,0.1669,0.2282
2024-12-20,8,2,648,126,0.1944,0.164,0.2249
2024-12-20,9,2,648,118,0.1821,0.1524,0.2118
2024-12-20,10,2,648,112,0.1728,0.1437,0.202
2024-12-20,11,2,648,104,0.1605,0.1322,0.1888
2024-12-20,12,2,648,100,0.1543,0.1265,0.1821
2024-12-20,13,2,648,115,0.1775,0.1481,0.2069
2024-12-20,14,2,648,0,0.0,0.0,0.0
2024-12-20,15,2,648,0,0.0,0.0,0.0
2024-12-20,1,2,648,293,0.4522,0.4138,0.4905
2024-12-20,2,2,648,204,0.3148,0.2791,0.3506
2024-12-20,3,2,648,182,0.2809,0.2463,0.3155
2024-12-20,4,2,648,161,0.2485,0.2152,0.2817
2024-12-20,5,2,648,140,0.216,0.1844,0.2477
2024-12-20,6,2,648,138,0.213,0.1814,0.2445
2024-12-20,7,2,648,128,0.1975,0.1669,0.2282
2024-12-20,8,2,648,126,0.1944,0.164,0.2249
2024-12-20,9,2,648,118,0.1821,0.1524,0.2118
2024-12-20,10,2,648,112,0.1728,0.1437,0.202
2024-12-20,11,2,648,104,0.1605,0.1322,0.1888
2024-12-20,12,2,648,100,0.1543,0.1265,0.1821
2024-12-20,13,2,648,115,0.1775,0.1481,0.2069
2024-12-20,14,2,648,0,0.0,0.0,0.0
2024-12-20,15,2,648,0,0.0,0.0,0.0
2024-12-20,1,2,648,293,0.4522,0.4138,0.4905
2024-12-20,2,2,648,204,0.3148,0.2791,0.3506
2024-12-20,3,2,648,182,0.2809,0.2463,0.3155
2024-12-20,4,2,648,161,0.2485,0.2152,0.2817
2024-12-20,5,2,648,140,0.216,0.1844,0.2477
2024-12-20,6,2,648,138,0.213,0.1814,0.2445
2024-12-20,7,2,648,128,0.1975,0.1669,0.2282
2024-12-20,8,2,648,126,0.1944,0.164,0.2249
2024-12-20,9,2,648,118,0.1821,0.1524,0.2118
2024-12-20,10,2,648,112,0.1728,0.1437,0.202
2024-12-20,11,2,648,104,0.1605,0.1322,0.1888
2024-12-20,12,2,648,100,0.1543,0.1265,0.1821
2024-12-20,13,2,648,115,0.1775,0.1481,0.2069
2024-12-20,14,2,648,0,0.0,0.0,0.0
2024-12-20,15,2,648,0,0.0,0.0,0.0
2024-12-20,1,2,648,293,0.4522,0.4138,0.4905
2024-12-20,2,2,648,204,0.3148,0.2791,0.3506
2024-12-20,3,2,648,182,0.2809,0.2463,0.3155
2024-12-20,4,2,648,161,0.2485,0.2152,0.2817
